TransactionID,CustomerID,CustomerName,Email,PhoneNumber,ProductID,ProductName,Category,SubCategory,Price,Discount,Quantity,TotalAmount,PaymentMethod,TransactionDate,DeliveryDate,City,State,Country,DeliveryStatus,CustomerRating
10011,5011,Customer_10,customer_10@example.com,1234567890,3011,Product_10,Category_0,SubCategory_0,55,0.1,1,49.5,Debit Card,01-01-2024,02-01-2024,City_10,State_10,Country_0,Cancelled,NA
10012,5012,Customer_11,customer_11@example.com,1234567891,3012,Product_11,Category_1,SubCategory_1,55.5,0.11,2,98.79,PayPal,01-01-2024,02-01-2024,City_11,State_11,Country_1,Returned,2
10013,5013,Customer_12,customer_12@example.com,1234567892,3013,Product_12,Category_2,SubCategory_2,56,0.12,3,147.84,Credit Card,01-01-2024,02-01-2024,City_12,State_12,Country_2,Delivered,3
10014,5014,Customer_13,customer_13@example.com,1234567893,3014,Product_13,Category_3,SubCategory_3,56.5,0.13,4,196.62,Debit Card,01-01-2024,02-01-2024,City_13,State_13,Country_3,In Transit,NA
10015,5015,Customer_14,customer_14@example.com,1234567894,3015,Product_14,Category_4,SubCategory_4,57,0.14,5,245.1,PayPal,01-01-2024,02-01-2024,City_14,State_14,Country_4,Cancelled,NA
10016,5016,Customer_15,customer_15@example.com,1234567895,3016,Product_15,Category_5,SubCategory_0,57.5,0.15,6,293.25,Credit Card,01-01-2024,02-01-2024,City_15,State_15,Country_0,Returned,1
10017,5017,Customer_16,customer_16@example.com,1234567896,3017,Product_16,Category_6,SubCategory_1,58,0.16,7,341.04,Debit Card,01-01-2024,02-01-2024,City_16,State_16,Country_1,Delivered,2
10018,5018,Customer_17,customer_17@example.com,1234567897,3018,Product_17,Category_7,SubCategory_2,58.5,0.17,8,388.44,PayPal,01-01-2024,02-01-2024,City_17,State_17,Country_2,In Transit,NA
10019,5019,Customer_18,customer_18@example.com,1234567898,3019,Product_18,Category_8,SubCategory_3,59,0.18,9,435.42,Credit Card,01-01-2024,02-01-2024,City_18,State_18,Country_3,Cancelled,NA
10020,5020,Customer_19,customer_19@example.com,1234567899,3020,Product_19,Category_9,SubCategory_4,59.5,0.19,10,481.95,Debit Card,01-01-2024,02-01-2024,City_19,State_19,Country_4,Returned,NA
10021,5021,Customer_20,customer_20@example.com,1234567890,3021,Product_20,Category_0,SubCategory_0,60,0,1,60,PayPal,01-01-2024,02-01-2024,City_20,State_20,Country_0,Delivered,1
10022,5022,Customer_21,customer_21@example.com,1234567891,3022,Product_21,Category_1,SubCategory_1,60.5,0.01,2,119.79,Credit Card,01-01-2024,02-01-2024,City_21,State_21,Country_1,In Transit,NA
10023,5023,Customer_22,customer_22@example.com,1234567892,3023,Product_22,Category_2,SubCategory_2,61,0.02,3,179.34,Debit Card,01-01-2024,02-01-2024,City_22,State_22,Country_2,Cancelled,5
10024,5024,Customer_23,customer_23@example.com,1234567893,3024,Product_23,Category_3,SubCategory_3,61.5,0.03,4,238.62,PayPal,01-01-2024,02-01-2024,City_23,State_23,Country_3,Returned,NA
10025,5025,Customer_24,customer_24@example.com,1234567894,3025,Product_24,Category_4,SubCategory_4,62,0.04,5,297.6,Credit Card,01-01-2024,02-01-2024,City_24,State_24,Country_4,Delivered,5
10026,5026,Customer_25,customer_25@example.com,1234567895,3026,Product_25,Category_5,SubCategory_0,62.5,0.05,6,356.25,Debit Card,01-01-2024,02-01-2024,City_25,State_25,Country_0,In Transit,NA
10027,5027,Customer_26,customer_26@example.com,1234567896,3027,Product_26,Category_6,SubCategory_1,63,0.06,7,414.54,PayPal,01-01-2024,02-01-2024,City_26,State_26,Country_1,Cancelled,3
10028,5028,Customer_27,customer_27@example.com,1234567897,3028,Product_27,Category_7,SubCategory_2,63.5,0.07,8,472.44,Credit Card,01-01-2024,02-01-2024,City_27,State_27,Country_2,Returned,NA
10029,5029,Customer_28,customer_28@example.com,1234567898,3029,Product_28,Category_8,SubCategory_3,64,0.08,9,529.92,Debit Card,01-01-2024,02-01-2024,City_28,State_28,Country_3,Delivered,4
10030,5030,Customer_29,customer_29@example.com,1234567899,3030,Product_29,Category_9,SubCategory_4,64.5,0.09,10,586.95,PayPal,01-01-2024,02-01-2024,City_29,State_29,Country_4,In Transit,NA
10031,5031,Customer_30,customer_30@example.com,1234567890,3031,Product_30,Category_0,SubCategory_0,65,0.1,1,58.5,Credit Card,01-01-2024,02-01-2024,City_30,State_0,Country_0,Cancelled,NA
10032,5032,Customer_31,customer_31@example.com,1234567891,3032,Product_31,Category_1,SubCategory_1,65.5,0.11,2,116.59,Debit Card,01-01-2024,02-01-2024,City_31,State_1,Country_1,Returned,NA
10033,5033,Customer_32,customer_32@example.com,1234567892,3033,Product_32,Category_2,SubCategory_2,66,0.12,3,174.24,PayPal,01-01-2024,02-01-2024,City_32,State_2,Country_2,Delivered,3
10034,5034,Customer_33,customer_33@example.com,1234567893,3034,Product_33,Category_3,SubCategory_3,66.5,0.13,4,231.42,Credit Card,01-01-2024,02-01-2024,City_33,State_3,Country_3,In Transit,NA
10035,5035,Customer_34,customer_34@example.com,1234567894,3035,Product_34,Category_4,SubCategory_4,67,0.14,5,288.1,Debit Card,01-01-2024,02-01-2024,City_34,State_4,Country_4,Cancelled,2
10036,5036,Customer_35,customer_35@example.com,1234567895,3036,Product_35,Category_5,SubCategory_0,67.5,0.15,6,344.25,PayPal,01-01-2024,02-01-2024,City_35,State_5,Country_0,Returned,NA
10037,5037,Customer_36,customer_36@example.com,1234567896,3037,Product_36,Category_6,SubCategory_1,68,0.16,7,399.84,Credit Card,01-01-2024,02-01-2024,City_36,State_6,Country_1,Delivered,2
10038,5038,Customer_37,customer_37@example.com,1234567897,3038,Product_37,Category_7,SubCategory_2,68.5,0.17,8,454.84,Debit Card,01-01-2024,02-01-2024,City_37,State_7,Country_2,In Transit,NA
10039,5039,Customer_38,customer_38@example.com,1234567898,3039,Product_38,Category_8,SubCategory_3,69,0.18,9,509.22,PayPal,01-01-2024,02-01-2024,City_38,State_8,Country_3,Cancelled,4
10040,5040,Customer_39,customer_39@example.com,1234567899,3040,Product_39,Category_9,SubCategory_4,69.5,0.19,10,562.95,Credit Card,01-01-2024,02-01-2024,City_39,State_9,Country_4,Returned,NA
10041,5041,Customer_40,customer_40@example.com,1234567890,3041,Product_40,Category_0,SubCategory_0,70,0,1,70,Debit Card,01-01-2024,02-01-2024,City_40,State_10,Country_0,Delivered,1
10042,5042,Customer_41,customer_41@example.com,1234567891,3042,Product_41,Category_1,SubCategory_1,70.5,0.01,2,139.59,PayPal,01-01-2024,02-01-2024,City_41,State_11,Country_1,In Transit,NA
10043,5043,Customer_42,customer_42@example.com,1234567892,3043,Product_42,Category_2,SubCategory_2,71,0.02,3,208.74,Credit Card,01-01-2024,02-01-2024,City_42,State_12,Country_2,Cancelled,3
10044,5044,Customer_43,customer_43@example.com,1234567893,3044,Product_43,Category_3,SubCategory_3,71.5,0.03,4,277.42,Debit Card,01-01-2024,02-01-2024,City_43,State_13,Country_3,Returned,NA
10045,5045,Customer_44,customer_44@example.com,1234567894,3045,Product_44,Category_4,SubCategory_4,72,0.04,5,345.6,PayPal,01-01-2024,02-01-2024,City_44,State_14,Country_4,Delivered,5
10046,5046,Customer_45,customer_45@example.com,1234567895,3046,Product_45,Category_5,SubCategory_0,72.5,0.05,6,413.25,Credit Card,01-01-2024,02-01-2024,City_45,State_15,Country_0,In Transit,NA
10047,5047,Customer_46,customer_46@example.com,1234567896,3047,Product_46,Category_6,SubCategory_1,73,0.06,7,480.34,Debit Card,01-01-2024,02-01-2024,City_46,State_16,Country_1,Cancelled,6
10048,5048,Customer_47,customer_47@example.com,1234567897,3048,Product_47,Category_7,SubCategory_2,73.5,0.07,8,546.84,PayPal,01-01-2024,02-01-2024,City_47,State_17,Country_2,Returned,NA
10049,5049,Customer_48,customer_48@example.com,1234567898,3049,Product_48,Category_8,SubCategory_3,74,0.08,9,612.72,Credit Card,01-01-2024,02-01-2024,City_48,State_18,Country_3,Delivered,4
10050,5050,Customer_49,customer_49@example.com,1234567899,3050,Product_49,Category_9,SubCategory_4,74.5,0.09,10,677.95,Debit Card,01-01-2024,02-01-2024,City_49,State_19,Country_4,In Transit,NA
10051,5051,Customer_50,customer_50@example.com,1234567890,3051,Product_50,Category_0,SubCategory_0,75,0.1,1,67.5,PayPal,01-01-2024,02-01-2024,City_0,State_20,Country_0,Cancelled,5
10052,5052,Customer_51,customer_51@example.com,1234567891,3052,Product_51,Category_1,SubCategory_1,75.5,0.11,2,134.39,Credit Card,01-01-2024,02-01-2024,City_1,State_21,Country_1,Returned,NA
10053,5053,Customer_52,customer_52@example.com,1234567892,3053,Product_52,Category_2,SubCategory_2,76,0.12,3,200.64,Debit Card,01-01-2024,02-01-2024,City_2,State_22,Country_2,Delivered,3
10054,5054,Customer_53,customer_53@example.com,1234567893,3054,Product_53,Category_3,SubCategory_3,76.5,0.13,4,266.22,PayPal,01-01-2024,02-01-2024,City_3,State_23,Country_3,In Transit,NA
10055,5055,Customer_54,customer_54@example.com,1234567894,3055,Product_54,Category_4,SubCategory_4,77,0.14,5,331.1,Credit Card,01-01-2024,02-01-2024,City_4,State_24,Country_4,Cancelled,2
10056,5056,Customer_55,customer_55@example.com,1234567895,3056,Product_55,Category_5,SubCategory_0,77.5,0.15,6,395.25,Debit Card,01-01-2024,02-01-2024,City_5,State_25,Country_0,Returned,NA
10057,5057,Customer_56,customer_56@example.com,1234567896,3057,Product_56,Category_6,SubCategory_1,78,0.16,7,458.64,PayPal,01-01-2024,02-01-2024,City_6,State_26,Country_1,Delivered,2
10058,5058,Customer_57,customer_57@example.com,1234567897,3058,Product_57,Category_7,SubCategory_2,78.5,0.17,8,521.24,Credit Card,01-01-2024,02-01-2024,City_7,State_27,Country_2,In Transit,NA
10059,5059,Customer_58,customer_58@example.com,1234567898,3059,Product_58,Category_8,SubCategory_3,79,0.18,9,583.02,Debit Card,01-01-2024,02-01-2024,City_8,State_28,Country_3,Cancelled,5
10060,5060,Customer_59,customer_59@example.com,1234567899,3060,Product_59,Category_9,SubCategory_4,79.5,0.19,10,643.95,PayPal,01-01-2024,02-01-2024,City_9,State_29,Country_4,Returned,NA
10061,5061,Customer_60,customer_60@example.com,1234567890,3061,Product_60,Category_0,SubCategory_0,80,0,1,80,Credit Card,01-01-2024,02-01-2024,City_10,State_0,Country_0,Delivered,1
10062,5062,Customer_61,customer_61@example.com,1234567891,3062,Product_61,Category_1,SubCategory_1,80.5,0.01,2,159.39,Debit Card,01-01-2024,02-01-2024,City_11,State_1,Country_1,In Transit,NA
10063,5063,Customer_62,customer_62@example.com,1234567892,3063,Product_62,Category_2,SubCategory_2,81,0.02,3,238.14,PayPal,01-01-2024,02-01-2024,City_12,State_2,Country_2,Cancelled,4
10064,5064,Customer_63,customer_63@example.com,1234567893,3064,Product_63,Category_3,SubCategory_3,81.5,0.03,4,316.22,Credit Card,01-01-2024,02-01-2024,City_13,State_3,Country_3,Returned,NA
10065,5065,Customer_64,customer_64@example.com,1234567894,3065,Product_64,Category_4,SubCategory_4,82,0.04,5,393.6,Debit Card,01-01-2024,02-01-2024,City_14,State_4,Country_4,Delivered,5
10066,5066,Customer_65,customer_65@example.com,1234567895,3066,Product_65,Category_5,SubCategory_0,82.5,0.05,6,470.25,PayPal,01-01-2024,02-01-2024,City_15,State_5,Country_0,In Transit,NA
10067,5067,Customer_66,customer_66@example.com,1234567896,3067,Product_66,Category_6,SubCategory_1,83,0.06,7,546.14,Credit Card,01-01-2024,02-01-2024,City_16,State_6,Country_1,Cancelled,3
10068,5068,Customer_67,customer_67@example.com,1234567897,3068,Product_67,Category_7,SubCategory_2,83.5,0.07,8,621.24,Debit Card,01-01-2024,02-01-2024,City_17,State_7,Country_2,Returned,NA
10069,5069,Customer_68,customer_68@example.com,1234567898,3069,Product_68,Category_8,SubCategory_3,84,0.08,9,695.52,PayPal,01-01-2024,02-01-2024,City_18,State_8,Country_3,Delivered,4
10070,5070,Customer_69,customer_69@example.com,1234567899,3070,Product_69,Category_9,SubCategory_4,84.5,0.09,10,768.95,Credit Card,01-01-2024,02-01-2024,City_19,State_9,Country_4,In Transit,NA
10071,5071,Customer_70,customer_70@example.com,1234567890,3071,Product_70,Category_0,SubCategory_0,85,0.1,1,76.5,Debit Card,01-01-2024,02-01-2024,City_20,State_10,Country_0,Cancelled,1
10072,5072,Customer_71,customer_71@example.com,1234567891,3072,Product_71,Category_1,SubCategory_1,85.5,0.11,2,152.19,PayPal,01-01-2024,02-01-2024,City_21,State_11,Country_1,Returned,NA
10073,5073,Customer_72,customer_72@example.com,1234567892,3073,Product_72,Category_2,SubCategory_2,86,0.12,3,227.04,Credit Card,01-01-2024,02-01-2024,City_22,State_12,Country_2,Delivered,3
10074,5074,Customer_73,customer_73@example.com,1234567893,3074,Product_73,Category_3,SubCategory_3,86.5,0.13,4,301.02,Debit Card,01-01-2024,02-01-2024,City_23,State_13,Country_3,In Transit,NA
10075,5075,Customer_74,customer_74@example.com,1234567894,3075,Product_74,Category_4,SubCategory_4,87,0.14,5,374.1,PayPal,01-01-2024,02-01-2024,City_24,State_14,Country_4,Cancelled,4
10076,5076,Customer_75,customer_75@example.com,1234567895,3076,Product_75,Category_5,SubCategory_0,87.5,0.15,6,446.25,Credit Card,01-01-2024,02-01-2024,City_25,State_15,Country_0,Returned,NA
10077,5077,Customer_76,customer_76@example.com,1234567896,3077,Product_76,Category_6,SubCategory_1,88,0.16,7,517.44,Debit Card,01-01-2024,02-01-2024,City_26,State_16,Country_1,Delivered,2
10078,5078,Customer_77,customer_77@example.com,1234567897,3078,Product_77,Category_7,SubCategory_2,88.5,0.17,8,587.64,PayPal,01-01-2024,02-01-2024,City_27,State_17,Country_2,In Transit,NA
10079,5079,Customer_78,customer_78@example.com,1234567898,3079,Product_78,Category_8,SubCategory_3,89,0.18,9,656.82,Credit Card,01-01-2024,02-01-2024,City_28,State_18,Country_3,Cancelled,2
10080,5080,Customer_79,customer_79@example.com,1234567899,3080,Product_79,Category_9,SubCategory_4,89.5,0.19,10,724.95,Debit Card,01-01-2024,02-01-2024,City_29,State_19,Country_4,Returned,NA
10081,5081,Customer_80,customer_80@example.com,1234567890,3081,Product_80,Category_0,SubCategory_0,90,0,1,90,PayPal,01-01-2024,02-01-2024,City_30,State_20,Country_0,Delivered,1
10082,5082,Customer_81,customer_81@example.com,1234567891,3082,Product_81,Category_1,SubCategory_1,90.5,0.01,2,179.19,Credit Card,01-01-2024,02-01-2024,City_31,State_21,Country_1,In Transit,NA
10083,5083,Customer_82,customer_82@example.com,1234567892,3083,Product_82,Category_2,SubCategory_2,91,0.02,3,267.54,Debit Card,01-01-2024,02-01-2024,City_32,State_22,Country_2,Cancelled,5
10084,5084,Customer_83,customer_83@example.com,1234567893,3084,Product_83,Category_3,SubCategory_3,91.5,0.03,4,355.02,PayPal,01-01-2024,02-01-2024,City_33,State_23,Country_3,Returned,NA
10085,5085,Customer_84,customer_84@example.com,1234567894,3085,Product_84,Category_4,SubCategory_4,92,0.04,5,441.6,Credit Card,01-01-2024,02-01-2024,City_34,State_24,Country_4,Delivered,5
10086,5086,Customer_85,customer_85@example.com,1234567895,3086,Product_85,Category_5,SubCategory_0,92.5,0.05,6,527.25,Debit Card,01-01-2024,02-01-2024,City_35,State_25,Country_0,In Transit,NA
10087,5087,Customer_86,customer_86@example.com,1234567896,3087,Product_86,Category_6,SubCategory_1,93,0.06,7,611.94,PayPal,01-01-2024,02-01-2024,City_36,State_26,Country_1,Cancelled,3
10088,5088,Customer_87,customer_87@example.com,1234567897,3088,Product_87,Category_7,SubCategory_2,93.5,0.07,8,695.64,Credit Card,01-01-2024,02-01-2024,City_37,State_27,Country_2,Returned,NA
10089,5089,Customer_88,customer_88@example.com,1234567898,3089,Product_88,Category_8,SubCategory_3,94,0.08,9,778.32,Debit Card,01-01-2024,02-01-2024,City_38,State_28,Country_3,Delivered,4
10090,5090,Customer_89,customer_89@example.com,1234567899,3090,Product_89,Category_9,SubCategory_4,94.5,0.09,10,859.95,PayPal,01-01-2024,02-01-2024,City_39,State_29,Country_4,In Transit,NA
10091,5091,Customer_90,customer_90@example.com,1234567890,3091,Product_90,Category_0,SubCategory_0,95,0.1,1,85.5,Credit Card,01-01-2024,02-01-2024,City_40,State_0,Country_0,Cancelled,4
10092,5092,Customer_91,customer_91@example.com,1234567891,3092,Product_91,Category_1,SubCategory_1,95.5,0.11,2,169.99,Debit Card,01-01-2024,02-01-2024,City_41,State_1,Country_1,Returned,NA
10093,5093,Customer_92,customer_92@example.com,1234567892,3093,Product_92,Category_2,SubCategory_2,96,0.12,3,253.44,PayPal,01-01-2024,02-01-2024,City_42,State_2,Country_2,Delivered,3
10094,5094,Customer_93,customer_93@example.com,1234567893,3094,Product_93,Category_3,SubCategory_3,96.5,0.13,4,335.82,Credit Card,01-01-2024,02-01-2024,City_43,State_3,Country_3,In Transit,NA
10095,5095,Customer_94,customer_94@example.com,1234567894,3095,Product_94,Category_4,SubCategory_4,97,0.14,5,417.1,Debit Card,01-01-2024,02-01-2024,City_44,State_4,Country_4,Cancelled,2
10096,5096,Customer_95,customer_95@example.com,1234567895,3096,Product_95,Category_5,SubCategory_0,97.5,0.15,6,497.25,PayPal,01-01-2024,02-01-2024,City_45,State_5,Country_0,Returned,NA
10097,5097,Customer_96,customer_96@example.com,1234567896,3097,Product_96,Category_6,SubCategory_1,98,0.16,7,576.24,Credit Card,01-01-2024,02-01-2024,City_46,State_6,Country_1,Delivered,2
10098,5098,Customer_97,customer_97@example.com,1234567897,3098,Product_97,Category_7,SubCategory_2,98.5,0.17,8,654.04,Debit Card,01-01-2024,02-01-2024,City_47,State_7,Country_2,In Transit,NA
10099,5099,Customer_98,customer_98@example.com,1234567898,3099,Product_98,Category_8,SubCategory_3,99,0.18,9,730.62,PayPal,01-01-2024,02-01-2024,City_48,State_8,Country_3,Cancelled,1
10100,5100,Customer_99,customer_99@example.com,1234567899,3100,Product_99,Category_9,SubCategory_4,99.5,0.19,10,805.95,Credit Card,01-01-2024,02-01-2024,City_49,State_9,Country_4,Returned,NA
10101,5101,Customer_100,customer_100@example.com,1234567890,3001,Product_0,Category_0,SubCategory_0,100,0,1,100,Debit Card,01-01-2024,02-01-2024,City_0,State_10,Country_0,Delivered,1
10102,5102,Customer_101,customer_101@example.com,1234567891,3002,Product_1,Category_1,SubCategory_1,100.5,0.01,2,198.99,PayPal,01-01-2024,02-01-2024,City_1,State_11,Country_1,In Transit,NA
10103,5103,Customer_102,customer_102@example.com,1234567892,3003,Product_2,Category_2,SubCategory_2,101,0.02,3,296.94,Credit Card,01-01-2024,02-01-2024,City_2,State_12,Country_2,Cancelled,3
10104,5104,Customer_103,customer_103@example.com,1234567893,3004,Product_3,Category_3,SubCategory_3,101.5,0.03,4,393.82,Debit Card,01-01-2024,02-01-2024,City_3,State_13,Country_3,Returned,NA
10105,5105,Customer_104,customer_104@example.com,1234567894,3005,Product_4,Category_4,SubCategory_4,102,0.04,5,489.6,PayPal,01-01-2024,02-01-2024,City_4,State_14,Country_4,Delivered,5
10106,5106,Customer_105,customer_105@example.com,1234567895,3006,Product_5,Category_5,SubCategory_0,102.5,0.05,6,584.25,Credit Card,01-01-2024,02-01-2024,City_5,State_15,Country_0,In Transit,NA
10107,5107,Customer_106,customer_106@example.com,1234567896,3007,Product_6,Category_6,SubCategory_1,103,0.06,7,677.74,Debit Card,01-01-2024,02-01-2024,City_6,State_16,Country_1,Cancelled,1
10108,5108,Customer_107,customer_107@example.com,1234567897,3008,Product_7,Category_7,SubCategory_2,103.5,0.07,8,770.04,PayPal,01-01-2024,02-01-2024,City_7,State_17,Country_2,Returned,NA
10109,5109,Customer_108,customer_108@example.com,1234567898,3009,Product_8,Category_8,SubCategory_3,104,0.08,9,861.12,Credit Card,01-01-2024,02-01-2024,City_8,State_18,Country_3,Delivered,4
10110,5110,Customer_109,customer_109@example.com,1234567899,3010,Product_9,Category_9,SubCategory_4,104.5,0.09,10,950.95,Debit Card,01-01-2024,02-01-2024,City_9,State_19,Country_4,In Transit,NA
10111,5111,Customer_110,customer_110@example.com,1234567890,3011,Product_10,Category_0,SubCategory_0,105,0.1,1,94.5,PayPal,01-01-2024,02-01-2024,City_10,State_20,Country_0,Cancelled,3
10112,5112,Customer_111,customer_111@example.com,1234567891,3012,Product_11,Category_1,SubCategory_1,105.5,0.11,2,187.79,Credit Card,01-01-2024,02-01-2024,City_11,State_21,Country_1,Returned,NA
10113,5113,Customer_112,customer_112@example.com,1234567892,3013,Product_12,Category_2,SubCategory_2,106,0.12,3,279.84,Debit Card,01-01-2024,02-01-2024,City_12,State_22,Country_2,Delivered,3
10114,5114,Customer_113,customer_113@example.com,1234567893,3014,Product_13,Category_3,SubCategory_3,106.5,0.13,4,370.62,PayPal,01-01-2024,02-01-2024,City_13,State_23,Country_3,In Transit,NA
10115,5115,Customer_114,customer_114@example.com,1234567894,3015,Product_14,Category_4,SubCategory_4,107,0.14,5,460.1,Credit Card,01-01-2024,02-01-2024,City_14,State_24,Country_4,Cancelled,5
10116,5116,Customer_115,customer_115@example.com,1234567895,3016,Product_15,Category_5,SubCategory_0,107.5,0.15,6,548.25,Debit Card,01-01-2024,02-01-2024,City_15,State_25,Country_0,Returned,NA
10117,5117,Customer_116,customer_116@example.com,1234567896,3017,Product_16,Category_6,SubCategory_1,108,0.16,7,635.04,PayPal,01-01-2024,02-01-2024,City_16,State_26,Country_1,Delivered,2
10118,5118,Customer_117,customer_117@example.com,1234567897,3018,Product_17,Category_7,SubCategory_2,108.5,0.17,8,720.44,Credit Card,01-01-2024,02-01-2024,City_17,State_27,Country_2,In Transit,NA
10119,5119,Customer_118,customer_118@example.com,1234567898,3019,Product_18,Category_8,SubCategory_3,109,0.18,9,804.42,Debit Card,01-01-2024,02-01-2024,City_18,State_28,Country_3,Cancelled,4
10120,5120,Customer_119,customer_119@example.com,1234567899,3020,Product_19,Category_9,SubCategory_4,109.5,0.19,10,886.95,PayPal,01-01-2024,02-01-2024,City_19,State_29,Country_4,Returned,NA
10121,5121,Customer_120,customer_120@example.com,1234567890,3021,Product_20,Category_0,SubCategory_0,110,0,1,110,Credit Card,01-01-2024,02-01-2024,City_20,State_0,Country_0,Delivered,1
10122,5122,Customer_121,customer_121@example.com,1234567891,3022,Product_21,Category_1,SubCategory_1,110.5,0.01,2,218.79,Debit Card,01-01-2024,02-01-2024,City_21,State_1,Country_1,In Transit,NA
10123,5123,Customer_122,customer_122@example.com,1234567892,3023,Product_22,Category_2,SubCategory_2,111,0.02,3,326.34,PayPal,01-01-2024,02-01-2024,City_22,State_2,Country_2,Cancelled,2
10124,5124,Customer_123,customer_123@example.com,1234567893,3024,Product_23,Category_3,SubCategory_3,111.5,0.03,4,432.62,Credit Card,01-01-2024,02-01-2024,City_23,State_3,Country_3,Returned,NA
10125,5125,Customer_124,customer_124@example.com,1234567894,3025,Product_24,Category_4,SubCategory_4,112,0.04,5,537.6,Debit Card,01-01-2024,02-01-2024,City_24,State_4,Country_4,Delivered,5
10126,5126,Customer_125,customer_125@example.com,1234567895,3026,Product_25,Category_5,SubCategory_0,112.5,0.05,6,641.25,PayPal,01-01-2024,02-01-2024,City_25,State_5,Country_0,In Transit,NA
10127,5127,Customer_126,customer_126@example.com,1234567896,3027,Product_26,Category_6,SubCategory_1,113,0.06,7,743.54,Credit Card,01-01-2024,02-01-2024,City_26,State_6,Country_1,Cancelled,3
10128,5128,Customer_127,customer_127@example.com,1234567897,3028,Product_27,Category_7,SubCategory_2,113.5,0.07,8,844.44,Debit Card,01-01-2024,02-01-2024,City_27,State_7,Country_2,Returned,NA
10129,5129,Customer_128,customer_128@example.com,1234567898,3029,Product_28,Category_8,SubCategory_3,114,0.08,9,943.92,PayPal,01-01-2024,02-01-2024,City_28,State_8,Country_3,Delivered,4
10130,5130,Customer_129,customer_129@example.com,1234567899,3030,Product_29,Category_9,SubCategory_4,114.5,0.09,10,1041.95,Credit Card,01-01-2024,02-01-2024,City_29,State_9,Country_4,In Transit,NA
10131,5131,Customer_130,customer_130@example.com,1234567890,3031,Product_30,Category_0,SubCategory_0,115,0.1,1,103.5,Debit Card,01-01-2024,02-01-2024,City_30,State_10,Country_0,Cancelled,1
10132,5132,Customer_131,customer_131@example.com,1234567891,3032,Product_31,Category_1,SubCategory_1,115.5,0.11,2,205.59,PayPal,01-01-2024,02-01-2024,City_31,State_11,Country_1,Returned,NA
10133,5133,Customer_132,customer_132@example.com,1234567892,3033,Product_32,Category_2,SubCategory_2,116,0.12,3,306.24,Credit Card,01-01-2024,02-01-2024,City_32,State_12,Country_2,Delivered,3
10134,5134,Customer_133,customer_133@example.com,1234567893,3034,Product_33,Category_3,SubCategory_3,116.5,0.13,4,405.42,Debit Card,01-01-2024,02-01-2024,City_33,State_13,Country_3,In Transit,NA
10135,5135,Customer_134,customer_134@example.com,1234567894,3035,Product_34,Category_4,SubCategory_4,117,0.14,5,503.1,PayPal,01-01-2024,02-01-2024,City_34,State_14,Country_4,Cancelled,5
10136,5136,Customer_135,customer_135@example.com,1234567895,3036,Product_35,Category_5,SubCategory_0,117.5,0.15,6,599.25,Credit Card,01-01-2024,02-01-2024,City_35,State_15,Country_0,Returned,NA
10137,5137,Customer_136,customer_136@example.com,1234567896,3037,Product_36,Category_6,SubCategory_1,118,0.16,7,693.84,Debit Card,01-01-2024,02-01-2024,City_36,State_16,Country_1,Delivered,2
